"","Date","variable","value"
"70",2012-09-04,"Lamp",15.0930555555556
"71",2012-09-05,"Lamp",18.9402777777778
"72",2012-09-06,"Lamp",10.1730555555556
"73",2012-09-07,"Lamp",10.3116666666667
"74",2012-09-08,"Lamp",10.3736111111111
"75",2012-09-09,"Lamp",10.3416666666667
"76",2012-09-10,"Lamp",11.7594444444444
"77",2012-09-11,"Lamp",10.1597222222222
"78",2012-09-12,"Lamp",10.2147222222222
"79",2012-09-13,"Lamp",11.9375
"80",2012-09-14,"Lamp",10.35
"81",2012-09-15,"Lamp",10.1358333333333
"82",2012-09-16,"Lamp",9.9125
"83",2012-09-17,"Lamp",13.1794444444444
"84",2012-09-18,"Lamp",10.0827777777778
"85",2012-09-19,"Lamp",12.9863888888889
"86",2012-09-20,"Lamp",10.3044444444444
"87",2012-09-21,"Lamp",10.3302777777778
"88",2012-09-22,"Lamp",10.2891666666667
"89",2012-09-23,"Lamp",10.3122222222222
"90",2012-09-24,"Lamp",10.1383333333333
"91",2012-09-25,"Lamp",10.0969444444444
"92",2012-09-26,"Lamp",10.3558333333333
"93",2012-09-27,"Lamp",11.2355555555556
"94",2012-09-28,"Lamp",10.1080555555556
"95",2012-09-29,"Lamp",11.7744444444444
"96",2012-09-30,"Lamp",10.2672222222222
"97",2012-10-01,"Lamp",10.0647222222222
"98",2012-10-02,"Lamp",9.98583333333333
"99",2012-10-03,"Lamp",10.2461111111111
"100",2012-10-04,"Lamp",10.3730555555556
"101",2012-10-05,"Lamp",9.90138888888889
"102",2012-10-06,"Lamp",20.3569444444444
"103",2012-10-07,"Lamp",12.5694444444444
"104",2012-10-08,"Lamp",9.5525
"105",2012-10-09,"Lamp",9.91083333333333
"106",2012-10-10,"Lamp",9.70861111111111
"107",2012-10-11,"Lamp",9.70666666666667
"108",2012-10-12,"Lamp",9.94861111111111
"109",2012-10-13,"Lamp",10.3388888888889
"110",2012-10-14,"Lamp",9.8
"111",2012-10-15,"Lamp",10.0719444444444
"112",2012-10-16,"Lamp",9.78638888888889
"113",2012-10-17,"Lamp",14.3586111111111
"114",2012-10-18,"Lamp",20.5644444444444
"115",2012-10-19,"Lamp",10.1144444444444
"116",2012-10-20,"Lamp",10.0891666666667
"117",2012-10-21,"Lamp",12.5538888888889
"118",2012-10-22,"Lamp",9.44694444444444
"119",2012-10-23,"Lamp",9.8625
"120",2012-10-24,"Lamp",10.0708333333333
"121",2012-10-25,"Lamp",10.2158333333333
"122",2012-10-26,"Lamp",10.2302777777778
"123",2012-10-27,"Lamp",10.2038888888889
"124",2012-10-28,"Lamp",9.805
"125",2012-10-29,"Lamp",10.0094444444444
"126",2012-10-30,"Lamp",10.2002777777778
"127",2012-10-31,"Lamp",10.2005555555556
"128",2012-11-01,"Lamp",10.2425
"129",2012-11-02,"Lamp",10.2686111111111
"130",2012-11-03,"Lamp",10.2816666666667
"131",2012-11-04,"Lamp",12.2813888888889
"132",2012-11-05,"Lamp",19.5166666666667
"133",2012-11-06,"Lamp",13.1097222222222
"134",2012-11-07,"Lamp",0
"135",2012-11-08,"Lamp",0.000555555555555556
"136",2012-11-09,"Lamp",4.64777777777778
"137",2012-11-10,"Lamp",0
"138",2012-11-11,"Lamp",15.1638888888889
"139",2012-11-12,"Lamp",9.91944444444444
"140",2012-11-13,"Lamp",1.74527777777778
"141",2012-11-14,"Lamp",2.14888888888889
"142",2012-11-15,"Lamp",0.000555555555555556
"143",2012-11-16,"Lamp",0
"144",2012-11-17,"Lamp",0.000555555555555556
"145",2012-11-18,"Lamp",0.0794444444444444
"146",2012-11-19,"Lamp",0
"147",2012-11-20,"Lamp",0
"148",2012-11-21,"Lamp",0.000277777777777778
"149",2012-11-22,"Lamp",0
"150",2012-11-23,"Lamp",0
"151",2012-11-24,"Lamp",0
"152",2012-11-25,"Lamp",0.0541666666666667
"153",2012-11-26,"Lamp",0
"154",2012-11-27,"Lamp",0.000277777777777778
"155",2012-11-28,"Lamp",0.000277777777777778
"156",2012-11-29,"Lamp",0
"157",2012-11-30,"Lamp",0.000277777777777778
"158",2012-12-01,"Lamp",0
"159",2012-12-02,"Lamp",0
"160",2012-12-03,"Lamp",0
"161",2012-12-04,"Lamp",0
"162",2012-12-05,"Lamp",0.000555555555555556
"163",2012-12-06,"Lamp",0
"164",2012-12-07,"Lamp",0
"165",2012-12-08,"Lamp",0.000555555555555556
"166",2012-12-09,"Lamp",0.000833333333333333
"167",2012-12-10,"Lamp",0
"168",2012-12-11,"Lamp",0
"169",2012-12-12,"Lamp",0
"170",2012-12-13,"Lamp",0
"171",2012-12-14,"Lamp",0
"172",2012-12-15,"Lamp",0
"173",2012-12-16,"Lamp",0
"174",2012-12-17,"Lamp",0
"175",2012-12-18,"Lamp",0
"176",2012-12-19,"Lamp",0
"177",2012-12-20,"Lamp",0
"178",2012-12-21,"Lamp",0
"179",2012-12-22,"Lamp",0
"180",2012-12-23,"Lamp",0
"181",2012-12-24,"Lamp",0
"182",2012-12-25,"Lamp",0
"183",2012-12-26,"Lamp",0
"184",2012-12-27,"Lamp",0
"185",2012-12-28,"Lamp",0
"186",2012-12-29,"Lamp",0
"187",2012-12-30,"Lamp",0
"188",2012-12-31,"Lamp",0
"189",2013-01-01,"Lamp",0
"190",2013-01-02,"Lamp",0
"191",2013-01-03,"Lamp",0
"192",2013-01-04,"Lamp",0
"193",2013-01-05,"Lamp",0
"194",2013-01-06,"Lamp",0
"195",2013-01-07,"Lamp",0
"196",2013-01-08,"Lamp",0
"197",2013-01-09,"Lamp",0
"198",2013-01-10,"Lamp",0
"199",2013-01-11,"Lamp",0
"200",2013-01-12,"Lamp",0
"201",2013-01-13,"Lamp",0
"202",2013-01-14,"Lamp",0
"203",2013-01-15,"Lamp",0
"204",2013-01-16,"Lamp",0
"205",2013-01-17,"Lamp",0
"206",2013-01-18,"Lamp",0
"207",2013-01-19,"Lamp",0
"208",2013-01-20,"Lamp",0
"209",2013-01-21,"Lamp",0
"210",2013-01-22,"Lamp",0
"211",2013-01-23,"Lamp",0
"212",2013-01-24,"Lamp",0
"213",2013-01-25,"Lamp",0
"214",2013-01-26,"Lamp",0
"215",2013-01-27,"Lamp",0
"216",2013-01-28,"Lamp",0
"217",2013-01-29,"Lamp",0
"218",2013-01-30,"Lamp",0
"219",2012-06-27,"Laptop",24
"220",2012-06-28,"Laptop",24
"221",2012-06-29,"Laptop",24
"222",2012-06-30,"Laptop",24
"223",2012-07-01,"Laptop",24
"224",2012-07-02,"Laptop",24
"225",2012-07-03,"Laptop",24
"226",2012-07-04,"Laptop",24
"227",2012-07-05,"Laptop",24
"228",2012-07-06,"Laptop",24
"229",2012-07-07,"Laptop",24
"230",2012-07-08,"Laptop",24
"231",2012-07-09,"Laptop",24
"232",2012-07-10,"Laptop",24
"233",2012-07-11,"Laptop",24
"234",2012-07-12,"Laptop",24
"235",2012-07-13,"Laptop",24
"236",2012-07-14,"Laptop",20.3816666666667
"237",2012-07-15,"Laptop",14.0694444444444
"238",2012-07-16,"Laptop",8.11333333333333
"239",2012-07-17,"Laptop",8.09444444444444
"240",2012-07-18,"Laptop",8.18361111111111
"241",2012-07-19,"Laptop",8.13833333333333
"242",2012-07-20,"Laptop",8.08916666666667
"243",2012-07-21,"Laptop",8.16944444444444
"244",2012-07-22,"Laptop",8.22583333333333
"245",2012-07-23,"Laptop",8.11944444444444
"246",2012-07-24,"Laptop",15.4686111111111
"247",2012-07-25,"Laptop",24
"248",2012-07-26,"Laptop",24
"249",2012-07-27,"Laptop",24
"250",2012-07-28,"Laptop",24
"251",2012-07-29,"Laptop",24
"252",2012-07-30,"Laptop",24
"253",2012-07-31,"Laptop",24
"254",2012-08-01,"Laptop",24
"255",2012-08-02,"Laptop",24
"256",2012-08-03,"Laptop",24
"257",2012-08-04,"Laptop",24
"258",2012-08-05,"Laptop",24
"259",2012-08-06,"Laptop",24
"260",2012-08-07,"Laptop",24
"261",2012-08-08,"Laptop",24
"262",2012-08-09,"Laptop",24
"263",2012-08-10,"Laptop",24
"264",2012-08-11,"Laptop",24
"265",2012-08-12,"Laptop",24
"266",2012-08-13,"Laptop",24
"267",2012-08-14,"Laptop",24
"268",2012-08-15,"Laptop",24
"269",2012-08-16,"Laptop",24
"270",2012-08-17,"Laptop",24
"271",2012-08-18,"Laptop",24
"272",2012-08-19,"Laptop",24
"273",2012-08-20,"Laptop",24
"274",2012-08-21,"Laptop",24
"275",2012-08-22,"Laptop",24
"276",2012-08-23,"Laptop",24
"277",2012-08-24,"Laptop",24
"278",2012-08-25,"Laptop",24
"279",2012-08-26,"Laptop",24
"280",2012-08-27,"Laptop",24
"281",2012-08-28,"Laptop",24
"282",2012-08-29,"Laptop",24
"283",2012-08-30,"Laptop",24
"284",2012-08-31,"Laptop",24
"285",2012-09-01,"Laptop",24
"286",2012-09-02,"Laptop",24
"287",2012-09-03,"Laptop",24
"288",2012-09-04,"Laptop",24
"289",2012-09-05,"Laptop",24
"290",2012-09-06,"Laptop",24
"291",2012-09-07,"Laptop",24
"292",2012-09-08,"Laptop",24
"293",2012-09-09,"Laptop",24
"294",2012-09-10,"Laptop",24
"295",2012-09-11,"Laptop",24
"296",2012-09-12,"Laptop",24
"297",2012-09-13,"Laptop",24
"298",2012-09-14,"Laptop",24
"299",2012-09-15,"Laptop",24
"300",2012-09-16,"Laptop",24
"301",2012-09-17,"Laptop",24
"302",2012-09-18,"Laptop",24
"303",2012-09-19,"Laptop",24
"304",2012-09-20,"Laptop",24
"305",2012-09-21,"Laptop",24
"306",2012-09-22,"Laptop",24
"307",2012-09-23,"Laptop",24
"308",2012-09-24,"Laptop",24
"309",2012-09-25,"Laptop",24
"310",2012-09-26,"Laptop",24
"311",2012-09-27,"Laptop",24
"312",2012-09-28,"Laptop",24
"313",2012-09-29,"Laptop",24
"314",2012-09-30,"Laptop",24
"315",2012-10-01,"Laptop",24
"316",2012-10-02,"Laptop",24
"317",2012-10-03,"Laptop",24
"318",2012-10-04,"Laptop",24
"319",2012-10-05,"Laptop",24
"320",2012-10-06,"Laptop",24
"321",2012-10-07,"Laptop",24
"322",2012-10-08,"Laptop",24
"323",2012-10-09,"Laptop",24
"324",2012-10-10,"Laptop",24
"325",2012-10-11,"Laptop",24
"326",2012-10-12,"Laptop",24
"327",2012-10-13,"Laptop",24
"328",2012-10-14,"Laptop",24
"329",2012-10-15,"Laptop",24
"330",2012-10-16,"Laptop",24
"331",2012-10-17,"Laptop",24
"332",2012-10-18,"Laptop",24
"333",2012-10-19,"Laptop",24
"334",2012-10-20,"Laptop",24
"335",2012-10-21,"Laptop",24
"336",2012-10-22,"Laptop",24
"337",2012-10-23,"Laptop",24
"338",2012-10-24,"Laptop",24
"339",2012-10-25,"Laptop",24
"340",2012-10-26,"Laptop",24
"341",2012-10-27,"Laptop",24
"342",2012-10-28,"Laptop",24
"343",2012-10-29,"Laptop",24
"344",2012-10-30,"Laptop",24
"345",2012-10-31,"Laptop",24
"346",2012-11-01,"Laptop",24
"347",2012-11-02,"Laptop",24
"348",2012-11-03,"Laptop",24
"349",2012-11-04,"Laptop",24
"350",2012-11-05,"Laptop",24
"351",2012-11-06,"Laptop",24
"352",2012-11-07,"Laptop",24
"353",2012-11-08,"Laptop",24
"354",2012-11-09,"Laptop",24
"355",2012-11-10,"Laptop",24
"356",2012-11-11,"Laptop",24
"357",2012-11-12,"Laptop",24
"358",2012-11-13,"Laptop",24
"359",2012-11-14,"Laptop",24
"360",2012-11-15,"Laptop",24
"361",2012-11-16,"Laptop",24
"362",2012-11-17,"Laptop",24
"363",2012-11-18,"Laptop",24
"364",2012-11-19,"Laptop",24
"365",2012-11-20,"Laptop",24
"366",2012-11-21,"Laptop",24
"367",2012-11-22,"Laptop",24
"368",2012-11-23,"Laptop",24
"369",2012-11-24,"Laptop",24
"370",2012-11-25,"Laptop",24
"371",2012-11-26,"Laptop",24
"372",2012-11-27,"Laptop",24
"373",2012-11-28,"Laptop",24
"374",2012-11-29,"Laptop",24
"375",2012-11-30,"Laptop",24
"376",2012-12-01,"Laptop",24
"377",2012-12-02,"Laptop",24
"378",2012-12-03,"Laptop",24
"379",2012-12-04,"Laptop",24
"380",2012-12-05,"Laptop",24
"381",2012-12-06,"Laptop",24
"382",2012-12-07,"Laptop",24
"383",2012-12-08,"Laptop",24
"384",2012-12-09,"Laptop",24
"385",2012-12-10,"Laptop",24
"386",2012-12-11,"Laptop",24
"387",2012-12-12,"Laptop",24
"388",2012-12-13,"Laptop",24
"389",2012-12-14,"Laptop",24
"390",2012-12-15,"Laptop",24
"391",2012-12-16,"Laptop",24
"392",2012-12-17,"Laptop",24
"393",2012-12-18,"Laptop",24
"394",2012-12-19,"Laptop",24
"395",2012-12-20,"Laptop",24
"396",2012-12-21,"Laptop",24
"397",2012-12-22,"Laptop",24
"398",2012-12-23,"Laptop",24
"399",2012-12-24,"Laptop",24
"400",2012-12-25,"Laptop",24
"401",2012-12-26,"Laptop",24
"402",2012-12-27,"Laptop",24
"403",2012-12-28,"Laptop",24
"404",2012-12-29,"Laptop",0
"405",2012-12-30,"Laptop",0
"406",2012-12-31,"Laptop",0
"407",2013-01-01,"Laptop",0
"408",2013-01-02,"Laptop",0
"409",2013-01-03,"Laptop",0
"410",2013-01-04,"Laptop",0
"411",2013-01-05,"Laptop",0
"412",2013-01-06,"Laptop",0
"413",2013-01-07,"Laptop",0
"414",2013-01-08,"Laptop",0
"415",2013-01-09,"Laptop",0
"416",2013-01-10,"Laptop",0
"417",2013-01-11,"Laptop",0
"418",2013-01-12,"Laptop",0
"419",2013-01-13,"Laptop",0
"420",2013-01-14,"Laptop",0
"421",2013-01-15,"Laptop",0
"422",2013-01-16,"Laptop",0
"423",2013-01-17,"Laptop",0
"424",2013-01-18,"Laptop",0
"425",2013-01-19,"Laptop",0
"426",2013-01-20,"Laptop",0
"427",2013-01-21,"Laptop",0
"428",2013-01-22,"Laptop",0
"429",2013-01-23,"Laptop",0
"430",2013-01-24,"Laptop",0
"431",2013-01-25,"Laptop",0
"432",2013-01-26,"Laptop",0
"433",2013-01-27,"Laptop",0
"434",2013-01-28,"Laptop",0
"435",2013-01-29,"Laptop",0
"436",2013-01-30,"Laptop",0
"437",2012-06-27,"Router",24
"438",2012-06-28,"Router",24
"439",2012-06-29,"Router",24
"440",2012-06-30,"Router",24
"441",2012-07-01,"Router",24
"442",2012-07-02,"Router",24
"443",2012-07-03,"Router",24
"444",2012-07-04,"Router",24
"445",2012-07-05,"Router",24
"446",2012-07-06,"Router",24
"447",2012-07-07,"Router",24
"448",2012-07-08,"Router",24
"449",2012-07-09,"Router",24
"450",2012-07-10,"Router",24
"451",2012-07-11,"Router",24
"452",2012-07-12,"Router",24
"453",2012-07-13,"Router",24
"454",2012-07-14,"Router",24
"455",2012-07-15,"Router",24
"456",2012-07-16,"Router",24
"457",2012-07-17,"Router",24
"458",2012-07-18,"Router",24
"459",2012-07-19,"Router",24
"460",2012-07-20,"Router",24
"461",2012-07-21,"Router",24
"462",2012-07-22,"Router",24
"463",2012-07-23,"Router",24
"464",2012-07-24,"Router",24
"465",2012-07-25,"Router",24
"466",2012-07-26,"Router",24
"467",2012-07-27,"Router",24
"468",2012-07-28,"Router",24
"469",2012-07-29,"Router",24
"470",2012-07-30,"Router",24
"471",2012-07-31,"Router",24
"472",2012-08-01,"Router",24
"473",2012-08-02,"Router",24
"474",2012-08-03,"Router",24
"475",2012-08-04,"Router",24
"476",2012-08-05,"Router",24
"477",2012-08-06,"Router",24
"478",2012-08-07,"Router",24
"479",2012-08-08,"Router",24
"480",2012-08-09,"Router",24
"481",2012-08-10,"Router",24
"482",2012-08-11,"Router",24
"483",2012-08-12,"Router",24
"484",2012-08-13,"Router",24
"485",2012-08-14,"Router",24
"486",2012-08-15,"Router",24
"487",2012-08-16,"Router",24
"488",2012-08-17,"Router",24
"489",2012-08-18,"Router",24
"490",2012-08-19,"Router",24
"491",2012-08-20,"Router",24
"492",2012-08-21,"Router",24
"493",2012-08-22,"Router",24
"494",2012-08-23,"Router",24
"495",2012-08-24,"Router",24
"496",2012-08-25,"Router",24
"497",2012-08-26,"Router",24
"498",2012-08-27,"Router",24
"499",2012-08-28,"Router",24
"500",2012-08-29,"Router",24
"501",2012-08-30,"Router",24
"502",2012-08-31,"Router",24
"503",2012-09-01,"Router",24
"504",2012-09-02,"Router",24
"505",2012-09-03,"Router",24
"506",2012-09-04,"Router",24
"507",2012-09-05,"Router",24
"508",2012-09-06,"Router",24
"509",2012-09-07,"Router",24
"510",2012-09-08,"Router",24
"511",2012-09-09,"Router",24
"512",2012-09-10,"Router",24
"513",2012-09-11,"Router",24
"514",2012-09-12,"Router",24
"515",2012-09-13,"Router",24
"516",2012-09-14,"Router",24
"517",2012-09-15,"Router",24
"518",2012-09-16,"Router",24
"519",2012-09-17,"Router",24
"520",2012-09-18,"Router",24
"521",2012-09-19,"Router",24
"522",2012-09-20,"Router",24
"523",2012-09-21,"Router",24
"524",2012-09-22,"Router",24
"525",2012-09-23,"Router",0
"526",2012-09-24,"Router",0
"527",2012-09-25,"Router",0
"528",2012-09-26,"Router",0
"529",2012-09-27,"Router",0
"530",2012-09-28,"Router",0
"531",2012-09-29,"Router",0
"532",2012-09-30,"Router",0
"533",2012-10-01,"Router",0
"534",2012-10-02,"Router",0
"535",2012-10-03,"Router",0
"536",2012-10-04,"Router",0
"537",2012-10-05,"Router",0
"538",2012-10-06,"Router",0
"539",2012-10-07,"Router",0
"540",2012-10-08,"Router",0
"541",2012-10-09,"Router",0
"542",2012-10-10,"Router",0
"543",2012-10-11,"Router",0
"544",2012-10-12,"Router",0
"545",2012-10-13,"Router",0
"546",2012-10-14,"Router",0
"547",2012-10-15,"Router",0
"548",2012-10-16,"Router",0
"549",2012-10-17,"Router",0
"550",2012-10-18,"Router",0
"551",2012-10-19,"Router",0
"552",2012-10-20,"Router",0
"553",2012-10-21,"Router",0
"554",2012-10-22,"Router",0
"555",2012-10-23,"Router",0
"556",2012-10-24,"Router",0
"557",2012-10-25,"Router",0
"558",2012-10-26,"Router",0
"559",2012-10-27,"Router",0
"560",2012-10-28,"Router",0
"561",2012-10-29,"Router",0
"562",2012-10-30,"Router",0
"563",2012-10-31,"Router",0
"564",2012-11-01,"Router",0
"565",2012-11-02,"Router",0
"566",2012-11-03,"Router",0
"567",2012-11-04,"Router",0
"568",2012-11-05,"Router",0
"569",2012-11-06,"Router",0
"570",2012-11-07,"Router",0
"571",2012-11-08,"Router",0
"572",2012-11-09,"Router",0
"573",2012-11-10,"Router",0
"574",2012-11-11,"Router",0
"575",2012-11-12,"Router",0
"576",2012-11-13,"Router",0
"577",2012-11-14,"Router",0
"578",2012-11-15,"Router",0
"579",2012-11-16,"Router",0
"580",2012-11-17,"Router",0
"581",2012-11-18,"Router",0
"582",2012-11-19,"Router",0
"583",2012-11-20,"Router",0
"584",2012-11-21,"Router",0
"585",2012-11-22,"Router",0
"586",2012-11-23,"Router",0
"587",2012-11-24,"Router",0
"588",2012-11-25,"Router",0
"589",2012-11-26,"Router",0
"590",2012-11-27,"Router",0
"591",2012-11-28,"Router",0
"592",2012-11-29,"Router",0
"593",2012-11-30,"Router",0
"594",2012-12-01,"Router",0
"595",2012-12-02,"Router",0
"596",2012-12-03,"Router",0
"597",2012-12-04,"Router",0
"598",2012-12-05,"Router",0
"599",2012-12-06,"Router",0
"600",2012-12-07,"Router",0
"601",2012-12-08,"Router",0
"602",2012-12-09,"Router",0
"603",2012-12-10,"Router",0
"604",2012-12-11,"Router",0
"605",2012-12-12,"Router",0
"606",2012-12-13,"Router",0
"607",2012-12-14,"Router",0
"608",2012-12-15,"Router",0
"609",2012-12-16,"Router",0
"610",2012-12-17,"Router",0
"611",2012-12-18,"Router",0
"612",2012-12-19,"Router",0
"613",2012-12-20,"Router",0
"614",2012-12-21,"Router",0
"615",2012-12-22,"Router",0
"616",2012-12-23,"Router",0
"617",2012-12-24,"Router",0
"618",2012-12-25,"Router",0
"619",2012-12-26,"Router",0
"620",2012-12-27,"Router",0
"621",2012-12-28,"Router",0
"622",2012-12-29,"Router",0
"623",2012-12-30,"Router",0
"624",2012-12-31,"Router",0
"625",2013-01-01,"Router",0
"626",2013-01-02,"Router",0
"627",2013-01-03,"Router",0
"628",2013-01-04,"Router",0
"629",2013-01-05,"Router",0
"630",2013-01-06,"Router",0
"631",2013-01-07,"Router",0
"632",2013-01-08,"Router",0
"633",2013-01-09,"Router",0
"634",2013-01-10,"Router",0
"635",2013-01-11,"Router",0
"636",2013-01-12,"Router",0
"637",2013-01-13,"Router",0
"638",2013-01-14,"Router",0
"639",2013-01-15,"Router",0
"640",2013-01-16,"Router",0
"641",2013-01-17,"Router",0
"642",2013-01-18,"Router",0
"643",2013-01-19,"Router",0
"644",2013-01-20,"Router",0
"645",2013-01-21,"Router",0
"646",2013-01-22,"Router",0
"647",2013-01-23,"Router",0
"648",2013-01-24,"Router",0
"649",2013-01-25,"Router",0
"650",2013-01-26,"Router",0
"651",2013-01-27,"Router",0
"652",2013-01-28,"Router",0
"653",2013-01-29,"Router",0
"654",2013-01-30,"Router",0
"655",2012-06-27,"Coffee_machine",24
"656",2012-06-28,"Coffee_machine",24
"657",2012-06-29,"Coffee_machine",24
"658",2012-06-30,"Coffee_machine",24
"659",2012-07-01,"Coffee_machine",24
"660",2012-07-02,"Coffee_machine",24
"661",2012-07-03,"Coffee_machine",24
"662",2012-07-04,"Coffee_machine",24
"663",2012-07-05,"Coffee_machine",24
"664",2012-07-06,"Coffee_machine",24
"665",2012-07-07,"Coffee_machine",24
"666",2012-07-08,"Coffee_machine",24
"667",2012-07-09,"Coffee_machine",24
"668",2012-07-10,"Coffee_machine",24
"669",2012-07-11,"Coffee_machine",24
"670",2012-07-12,"Coffee_machine",24
"671",2012-07-13,"Coffee_machine",24
"672",2012-07-14,"Coffee_machine",24
"673",2012-07-15,"Coffee_machine",24
"674",2012-07-16,"Coffee_machine",24
"675",2012-07-17,"Coffee_machine",24
"676",2012-07-18,"Coffee_machine",24
"677",2012-07-19,"Coffee_machine",24
"678",2012-07-20,"Coffee_machine",24
"679",2012-07-21,"Coffee_machine",24
"680",2012-07-22,"Coffee_machine",24
"681",2012-07-23,"Coffee_machine",24
"682",2012-07-24,"Coffee_machine",24
"683",2012-07-25,"Coffee_machine",24
"684",2012-07-26,"Coffee_machine",24
"685",2012-07-27,"Coffee_machine",24
"686",2012-07-28,"Coffee_machine",24
"687",2012-07-29,"Coffee_machine",24
"688",2012-07-30,"Coffee_machine",24
"689",2012-07-31,"Coffee_machine",24
"690",2012-08-01,"Coffee_machine",24
"691",2012-08-02,"Coffee_machine",24
"692",2012-08-03,"Coffee_machine",24
"693",2012-08-04,"Coffee_machine",24
"694",2012-08-05,"Coffee_machine",24
"695",2012-08-06,"Coffee_machine",24
"696",2012-08-07,"Coffee_machine",24
"697",2012-08-08,"Coffee_machine",24
"698",2012-08-09,"Coffee_machine",24
"699",2012-08-10,"Coffee_machine",24
"700",2012-08-11,"Coffee_machine",24
"701",2012-08-12,"Coffee_machine",24
"702",2012-08-13,"Coffee_machine",24
"703",2012-08-14,"Coffee_machine",24
"704",2012-08-15,"Coffee_machine",24
"705",2012-08-16,"Coffee_machine",24
"706",2012-08-17,"Coffee_machine",24
"707",2012-08-18,"Coffee_machine",24
"708",2012-08-19,"Coffee_machine",24
"709",2012-08-20,"Coffee_machine",24
"710",2012-08-21,"Coffee_machine",24
"711",2012-08-22,"Coffee_machine",24
"712",2012-08-23,"Coffee_machine",24
"713",2012-08-24,"Coffee_machine",24
"714",2012-08-25,"Coffee_machine",24
"715",2012-08-26,"Coffee_machine",24
"716",2012-08-27,"Coffee_machine",24
"717",2012-08-28,"Coffee_machine",24
"718",2012-08-29,"Coffee_machine",24
"719",2012-08-30,"Coffee_machine",24
"720",2012-08-31,"Coffee_machine",24
"721",2012-09-01,"Coffee_machine",24
"722",2012-09-02,"Coffee_machine",24
"723",2012-09-03,"Coffee_machine",24
"724",2012-09-04,"Coffee_machine",24
"725",2012-09-05,"Coffee_machine",24
"726",2012-09-06,"Coffee_machine",24
"727",2012-09-07,"Coffee_machine",24
"728",2012-09-08,"Coffee_machine",24
"729",2012-09-09,"Coffee_machine",24
"730",2012-09-10,"Coffee_machine",24
"731",2012-09-11,"Coffee_machine",24
"732",2012-09-12,"Coffee_machine",24
"733",2012-09-13,"Coffee_machine",24
"734",2012-09-14,"Coffee_machine",24
"735",2012-09-15,"Coffee_machine",24
"736",2012-09-16,"Coffee_machine",24
"737",2012-09-17,"Coffee_machine",24
